TransactionID,TransactionDate,CustomerID,Amount
932,4/22/2012,233,0.18
933,4/22/2015,233,6.45
934,4/16/2012,233,3.78
935,9/25/2015,233,11.59
936,8/9/2014,233,12.44
937,12/21/2013,234,5
938,5/14/2014,234,12.16
939,8/30/2015,234,6.69
940,8/15/2014,234,0.51
941,11/26/2014,235,10.21
942,2/8/2015,235,2.76
943,7/29/2014,236,5.69
944,8/10/2015,236,0.29
945,4/29/2015,236,4.34
946,9/23/2015,236,12.97
947,11/4/2015,236,20.55
948,10/23/2014,237,16.53
949,11/22/2015,237,7.67
950,11/7/2015,237,0.65
951,1/27/2011,238,4.06
952,3/24/2012,238,1.74
953,2/11/2015,238,6.16
954,2/25/2015,238,5.44
955,9/10/2012,238,17.3
956,6/5/2013,238,24.56
957,8/19/2011,238,15.79
958,5/28/2014,238,5.83
959,8/8/2013,238,10.48
960,7/8/2013,238,14.49
961,1/27/2013,238,5.07
962,5/5/2015,238,7.84
963,4/5/2015,239,12.52
964,10/26/2015,239,13.51
965,9/20/2012,240,6.48
966,8/24/2014,240,4.1
967,12/24/2015,241,24.47
968,10/21/2014,242,6
969,5/2/2015,242,12.09
970,8/8/2015,242,3.79
971,1/29/2015,242,12.2
972,2/19/2014,243,9.1
973,9/22/2013,244,9.67
974,9/24/2015,244,24.2
975,5/13/2014,244,2.02
976,8/5/2015,244,6.07
977,11/3/2012,245,10.75
978,12/15/2013,245,13.2
979,5/3/2013,246,6.97
980,5/16/2013,246,14.56
981,7/24/2015,246,6.29
982,1/18/2014,247,5.59
983,1/9/2015,247,6.36
984,3/9/2014,248,0.27
985,12/16/2014,248,8.21
986,5/1/2014,249,9.91
987,9/7/2015,249,8.92
988,6/30/2015,249,8.14
989,10/6/2012,250,2.6
990,8/9/2014,250,13.09
991,12/11/2015,251,6.33
992,4/4/2011,252,12.28
993,1/4/2015,253,9.71
994,5/3/2011,254,13.93
995,2/17/2015,254,17.57
996,3/22/2015,254,9.35
997,11/21/2013,254,3.48
998,12/27/2013,254,1.23
999,9/23/2012,254,15.12
1000,8/13/2014,254,12.32
1001,9/30/2013,254,10.76
1002,9/25/2011,254,5.01
1003,12/31/2015,255,5.74
1004,4/15/2013,256,3.62
1005,9/5/2013,256,7.37
1006,10/9/2015,256,1.62
1007,7/2/2015,256,5.55
1008,11/15/2015,256,8.8
1009,4/15/2013,256,9.81
1010,1/20/2013,257,8.75
1011,11/7/2013,258,0.17
1012,4/11/2014,258,2.59
1013,7/7/2014,258,11.26
1014,1/7/2015,258,12.33
1015,7/12/2013,259,16.21
1016,1/26/2015,259,13.86
1017,3/23/2014,259,0.59
1018,4/17/2015,259,14.15
1019,4/13/2015,259,14.5
1020,2/15/2012,260,14.05
1021,5/31/2012,260,1.47
1022,5/21/2015,260,3.46
1023,5/13/2015,260,9.49
1024,9/23/2012,260,1.55
1025,10/23/2010,261,13.46
1026,11/6/2012,261,11.13
1027,10/8/2011,261,12.02
1028,4/19/2015,262,10.71
1029,10/28/2010,263,4.59
1030,4/17/2011,263,6.43
1031,3/3/2012,263,13.25
1032,5/12/2015,264,17.47
1033,10/13/2015,264,8.29
1034,9/8/2015,264,3.75
1035,6/1/2014,265,9.86
1036,1/6/2011,266,4.57
1037,12/10/2015,266,7.08
1038,1/9/2012,266,7.16
1039,11/22/2011,267,15.89
1040,9/12/2015,268,7.12
1041,11/6/2011,269,15.79
1042,9/20/2013,269,1.38
1043,6/23/2012,269,1.92
1044,5/28/2012,269,15.3
1045,1/16/2013,269,10.75
1046,10/12/2011,270,7.02
1047,10/7/2013,270,13.94
1048,5/6/2015,270,9.96
1049,12/28/2014,270,8.18
1050,5/31/2013,270,9.64
1051,6/3/2012,270,10.31
1052,11/6/2013,270,2.79
1053,3/3/2014,270,1.76
1054,1/12/2014,271,6.32
1055,6/11/2014,271,5.41
1056,7/15/2015,272,1.92
1057,8/13/2012,273,9.17
1058,11/13/2012,273,3.47
1059,2/24/2014,273,19.43
1060,11/7/2012,274,2.08
1061,6/4/2013,274,17.59
1062,11/1/2013,274,21.26
1063,5/1/2014,275,4.27
1064,6/4/2014,275,8
1065,4/30/2010,276,7.48
1066,7/2/2010,276,4.94
1067,9/8/2014,276,4.88
1068,2/9/2011,276,3.93
1069,4/12/2012,276,12.26
1070,2/20/2015,276,6.15
1071,9/5/2011,276,6.06
1072,3/21/2012,277,14.09
1073,2/26/2014,277,4.87
1074,12/10/2012,277,20.69
1075,10/23/2015,277,4.4
1076,7/20/2014,277,4.22
1077,11/7/2013,277,24.47
1078,7/16/2012,278,3.09
1079,10/16/2012,278,1.91
1080,1/27/2013,278,15.3
1081,1/26/2015,278,28.82
1082,12/4/2015,278,18.27
1083,3/26/2014,279,2.82
1084,4/19/2015,279,9.67
1085,10/12/2013,280,8.31
1086,2/19/2014,280,10.32
1087,6/22/2013,281,1.42
1088,7/26/2015,281,0.85
1089,11/24/2014,281,2.4
1090,7/8/2014,281,14.76
1091,2/25/2014,281,2.45
1092,12/22/2015,281,3.28
1093,11/26/2015,281,13.07
1094,2/6/2014,281,2.68
1095,7/23/2015,281,16.92
1096,7/5/2013,281,9.87
1097,12/3/2014,281,4.12
1098,2/28/2015,281,3.73
1099,10/11/2015,281,3.4
1100,9/12/2013,282,14.59
1101,10/10/2013,282,5.26
1102,10/26/2013,282,12.29
1103,11/10/2012,283,14.82
1104,8/27/2015,283,3.46
1105,9/16/2014,283,15.97
1106,7/8/2014,283,8.13
1107,8/15/2014,283,8.08
1108,7/29/2015,283,11.87
1109,8/31/2013,283,1.16
1110,8/21/2012,284,19.58
1111,10/9/2015,284,4.49
1112,2/10/2013,284,5.11
1113,6/2/2014,284,3.8
1114,7/11/2015,284,15.47
1115,12/15/2012,284,12.96
1116,10/14/2015,285,7.07
1117,5/23/2011,286,2.95
1118,8/3/2015,286,11.03
1119,6/25/2014,286,18.31
1120,10/27/2012,286,15.3
1121,1/4/2013,286,3.76
1122,11/3/2012,286,3.18
1123,3/11/2012,286,28.86
1124,11/5/2014,286,7.9
1125,7/30/2014,286,3.31
1126,2/1/2013,286,12.08
1127,11/8/2012,286,7.52
1128,2/10/2013,286,14.27
1129,7/14/2011,286,9.15
1130,7/30/2013,287,1.63
1131,8/12/2013,287,3.4
1132,9/26/2015,287,4.47
1133,5/19/2014,287,1.78
1134,7/2/2010,288,5.77
1135,4/18/2011,288,2.6
1136,11/14/2013,288,4.23
1137,10/20/2015,288,5.7
1138,12/8/2010,289,0.81
1139,3/10/2014,289,17.96
1140,6/3/2012,289,6.66
1141,7/4/2015,289,8.88
1142,5/4/2014,289,1.97
1143,12/27/2015,290,1.03
1144,11/30/2012,291,4.81
1145,2/24/2015,291,16.59
1146,3/28/2013,291,10.18
1147,7/19/2013,291,13
1148,4/26/2015,291,6.79
1149,8/22/2011,292,5.6
1150,5/31/2014,292,1.55
1151,9/11/2014,292,0.2
1152,1/21/2014,292,5.47
1153,6/18/2014,292,10.26
1154,10/6/2012,292,10.62
1155,5/5/2015,293,5.7
1156,7/21/2012,294,14.12
1157,2/19/2015,294,1.25
1158,11/21/2014,294,24.2
1159,11/2/2012,294,1.98
1160,3/13/2014,294,9.33
1161,9/7/2014,295,9.46
1162,10/17/2015,295,6.26
1163,11/15/2015,296,12.61
1164,1/21/2011,297,13.96
1165,6/2/2012,297,5.51
1166,3/31/2013,297,13.98
1167,2/16/2012,297,6.22
1168,1/30/2015,298,18.3
1169,7/1/2015,298,5.2
1170,6/18/2014,299,4.12
1171,7/25/2014,299,1.6
1172,2/13/2015,300,21.41
1173,12/19/2012,301,10.4
1174,6/12/2015,301,10.81
1175,7/4/2013,301,3.38
1176,8/17/2015,301,8.08
1177,6/26/2013,302,0.54
1178,8/11/2015,302,1.09
1179,2/3/2015,302,22.65
1180,9/9/2015,302,9.32
1181,4/24/2013,303,12.63
1182,12/1/2014,303,14.02
1183,12/14/2014,303,12.36
1184,8/31/2014,303,2.93
1185,6/27/2013,303,8.24
1186,6/1/2011,304,10.65
1187,8/23/2012,304,7.42
1188,5/1/2013,304,7.41
1189,6/9/2013,305,2.18
1190,5/5/2014,306,3.96
1191,12/29/2014,306,6.14
1192,5/26/2015,306,10.45
1193,5/6/2013,307,1.58
1194,2/3/2012,308,3.11
1195,11/5/2012,308,15.15
1196,3/13/2012,308,8.18
1197,3/27/2014,308,4.29
1198,9/3/2011,309,13.67
1199,1/4/2014,309,13.56
1200,11/26/2011,309,12.35
1201,10/20/2012,310,13.09
1202,11/4/2015,310,14.48
1203,10/17/2014,310,5.61
1204,12/15/2014,310,12.63
1205,11/12/2013,310,15.85
1206,11/26/2013,311,3.33
1207,5/9/2014,311,5.37
1208,9/26/2014,311,15.41
1209,6/15/2015,311,0.48
1210,10/6/2011,312,14.04
1211,10/14/2015,312,3.21
1212,7/20/2014,312,16.75
1213,6/21/2013,312,16.16
1214,9/25/2013,312,10.4
1215,3/4/2010,313,8.21
1216,1/26/2013,313,4.08
1217,6/1/2014,313,7.63
1218,5/17/2010,314,3.63
1219,5/17/2015,314,7.96
1220,4/10/2012,314,1.03
1221,1/27/2013,314,6.23
1222,12/16/2014,314,0.34
1223,3/30/2014,315,3.33
1224,8/24/2014,315,11.28
1225,7/1/2012,316,2.93
1226,8/13/2013,316,1.93
1227,7/31/2015,316,6.26
1228,12/21/2014,316,1.17
1229,3/28/2014,316,4.87
1230,11/24/2014,316,1.98
1231,11/29/2013,317,6.41
1232,12/27/2013,318,3.77
1233,4/24/2014,318,12.8
1234,1/20/2011,319,14.18
1235,4/26/2014,319,20.68
1236,11/10/2011,319,8.21
1237,8/19/2015,319,14.9
1238,7/28/2014,319,5.82
1239,7/31/2011,319,12.91
1240,3/17/2015,319,0.76
1241,10/6/2014,319,11.51
1242,10/1/2012,320,10.52
1243,6/10/2014,320,10.56
1244,10/17/2014,320,2.23
1245,11/14/2014,320,14.42
1246,2/10/2014,320,8.95
1247,5/6/2010,321,6.32
1248,6/30/2012,321,8.87
1249,10/25/2010,321,7.27
1250,6/23/2012,321,12.71
1251,4/22/2011,321,2.34
1252,4/26/2012,321,0.75
1253,8/4/2014,321,7.63
1254,8/3/2010,321,4.87
1255,7/26/2014,321,2.38
1256,8/18/2010,321,6.79
1257,1/7/2010,322,13.02
1258,12/21/2011,322,5.17
1259,3/4/2015,322,13.44
1260,7/14/2015,322,9.52
1261,9/25/2012,322,7.34
1262,4/4/2013,322,2.55
1263,3/18/2013,323,18.82
1264,8/21/2011,324,3.89
1265,5/17/2012,324,10.23
1266,12/7/2011,324,0.81
1267,4/25/2014,324,2.86
1268,5/24/2014,325,9.68
1269,1/29/2014,326,13.71
1270,5/24/2015,326,6.72
1271,11/24/2015,326,6.04
1272,11/24/2015,326,0.46
1273,4/26/2015,326,6.57
1274,9/13/2015,326,9.28
1275,5/17/2015,327,7.76
1276,9/21/2015,327,5.46
1277,2/9/2010,328,8.09
1278,8/10/2013,328,13.38
1279,3/9/2013,328,4.39
1280,4/7/2013,328,1.04
1281,1/22/2011,328,12.16
1282,6/23/2011,328,7.2
1283,5/22/2013,328,21.68
1284,4/14/2011,328,8.7
1285,12/17/2014,328,17.84
1286,8/27/2013,328,4.61
1287,10/27/2012,329,11.47
1288,10/9/2010,330,13.46
1289,12/12/2012,330,18.02
1290,6/16/2013,330,7.97
1291,6/16/2013,330,5.68
1292,5/21/2013,330,6.41
1293,9/11/2011,330,8.39
1294,10/23/2012,330,12.14
1295,2/10/2013,330,7.12
1296,6/7/2011,330,4.47
1297,6/21/2014,330,3.58
1298,11/4/2013,330,4.35
1299,9/26/2014,330,0.87
1300,7/5/2010,331,5.24
1301,8/5/2011,331,8.95
1302,7/6/2011,331,6.79
1303,11/15/2011,331,1.75
1304,8/14/2014,331,15.03
1305,2/13/2013,331,8.49
1306,1/2/2013,331,20.32
1307,3/13/2013,332,15.34
1308,6/5/2014,332,0.1
1309,12/25/2015,332,0.46
1310,12/21/2015,333,4.14
1311,11/8/2013,334,10.91
1312,12/11/2013,334,16.47
1313,2/23/2015,334,6.06
1314,9/4/2014,334,3.16
1315,4/23/2015,334,5.38
1316,1/7/2014,334,11.15
1317,7/30/2014,334,6.85
1318,12/29/2013,334,9.52
1319,1/24/2014,334,10.6
1320,7/11/2015,334,0.73
1321,5/28/2014,334,9.86
1322,11/3/2015,334,4.41
1323,3/9/2012,335,4.51
1324,12/15/2015,336,3.42
1325,6/28/2011,337,6.36
1326,5/14/2015,338,23.65
1327,6/4/2015,338,22.79
1328,8/19/2012,339,6.53
1329,11/1/2013,339,5.68
1330,10/1/2013,340,13.89
1331,11/14/2010,341,0.46
1332,4/13/2014,341,0.16
1333,12/1/2011,342,9.98
1334,9/8/2012,343,2.67
1335,12/27/2015,343,14.68
1336,1/24/2015,343,10.77
1337,4/30/2015,343,10.24
1338,11/27/2013,343,7.95
1339,3/1/2015,343,5.11
1340,8/10/2015,344,0.16
1341,4/22/2012,345,2.69
1342,9/12/2012,345,13.01
1343,1/14/2014,345,4.04
1344,11/8/2012,345,6.51
1345,6/28/2013,345,29.99
1346,9/15/2012,345,5.43
1347,6/10/2013,345,3.31
1348,5/30/2014,345,3.71
1349,6/29/2012,345,8.76
1350,5/25/2015,345,7.23
1351,10/29/2013,345,3.2
1352,9/11/2013,345,18.15
1353,11/23/2010,346,15.37
1354,10/13/2014,346,9.56
1355,12/21/2010,346,7.33
1356,3/7/2011,346,15.33
1357,6/30/2012,346,6.69
1358,5/29/2015,346,6.57
1359,1/20/2011,346,8.77
1360,7/11/2010,347,9.12
1361,3/13/2015,347,9.81
1362,2/16/2011,347,12.13
1363,8/8/2015,347,22.22
1364,12/12/2014,347,4.38
1365,11/7/2011,347,7.35
1366,4/13/2015,347,4.95
1367,9/24/2015,347,4.09
1368,10/8/2015,347,5.98
1369,1/25/2011,347,5.48
1370,5/8/2014,347,12.79
1371,3/22/2012,347,2.54
1372,2/19/2015,347,9
1373,5/17/2013,348,14.87
1374,5/23/2015,348,0.86
1375,3/12/2015,348,13.15
1376,5/26/2011,349,9.58
1377,3/17/2014,349,7.01
1378,12/23/2012,349,2.87
1379,2/23/2012,350,16.5
1380,11/20/2012,350,13.55
1381,4/15/2012,351,3.11
1382,3/10/2013,351,1.82
1383,12/12/2011,352,28.44
1384,2/24/2013,352,4.69
1385,3/10/2015,352,3.78
1386,5/30/2012,352,0.55
1387,6/2/2013,352,17.11
1388,3/4/2013,352,1
1389,2/15/2014,352,2.67
1390,5/28/2015,353,0.69
1391,11/26/2015,353,5.22
1392,7/31/2015,353,21.42
1393,12/29/2015,353,9
1394,11/5/2012,354,3.89
1395,8/7/2013,355,4.04
1396,3/16/2014,355,3.92
1397,2/7/2015,355,3.74
1398,11/17/2014,355,13.75
1399,11/22/2014,355,3.49
1400,1/19/2011,356,21.45
1401,1/28/2013,356,2.24
1402,12/6/2012,356,17.82
1403,9/19/2012,356,10.19
1404,3/3/2012,356,2.83
1405,5/15/2015,356,17.49
1406,9/23/2014,357,10.06
1407,12/18/2015,357,4.59
1408,9/6/2015,358,11.69
1409,1/25/2011,359,5.03
1410,8/17/2015,359,2.14
1411,5/12/2014,359,3.7
1412,2/13/2013,359,7.06
1413,7/29/2014,359,2.82
1414,10/29/2015,359,14.39
1415,2/4/2012,359,6.06
1416,6/12/2013,360,6.12
1417,3/6/2014,360,5.98
1418,6/6/2014,360,25.87
1419,9/28/2013,360,15.26
1420,3/14/2010,361,15.13
1421,7/19/2014,361,9.82
1422,10/30/2013,361,10.08
1423,1/27/2011,362,6.7
1424,12/18/2015,362,11.46
1425,2/2/2011,362,8.33
1426,1/15/2012,362,14.73
1427,3/15/2013,363,5.47
1428,11/5/2013,363,14.27
1429,4/23/2014,363,11.01
1430,6/9/2014,364,3.58
1431,8/27/2015,364,9.46
1432,3/17/2015,364,11.45
1433,8/25/2015,365,0.49
1434,8/19/2013,366,2.4
1435,12/10/2015,366,5.99
1436,7/29/2015,367,14.49
1437,6/7/2011,368,13.48
1438,5/22/2014,368,10.84
1439,7/17/2012,368,4.43
1440,9/19/2012,368,4.82
1441,9/29/2015,368,6.12
1442,12/28/2013,368,16.47
1443,7/15/2011,369,10.65
1444,9/22/2011,369,6.58
1445,5/15/2013,370,2.07
1446,7/26/2013,370,18.33
1447,1/2/2014,370,0.24
1448,3/11/2014,370,12
1449,12/29/2014,370,3.89
1450,11/16/2014,370,1.58
1451,3/21/2014,370,6.56
1452,10/16/2015,370,4.25
1453,3/1/2012,371,0.98
1454,6/17/2015,371,3.28
1455,8/10/2012,372,2.18
1456,11/2/2015,372,8.61
1457,8/3/2015,372,1.25
1458,7/12/2015,372,4.87
1459,12/1/2015,372,18.69
1460,8/1/2013,373,6.73
1461,4/13/2014,373,7.32
1462,9/15/2013,373,4.61
1463,12/25/2014,373,2.35
1464,1/13/2014,373,7.82
1465,4/8/2015,373,9.06
1466,11/11/2014,373,4.49
1467,7/8/2014,373,14.61
1468,1/6/2015,373,0.02
1469,11/21/2015,373,6.58
1470,7/26/2014,373,17.71
1471,11/17/2015,373,7.73
1472,12/19/2015,373,16.84
1473,8/21/2014,373,5.02
1474,9/6/2013,373,5.13
1475,11/1/2014,374,19.15
1476,1/22/2015,374,5.58
1477,5/28/2010,375,5.48
1478,11/29/2012,375,15.44
1479,9/12/2014,375,8.68
1480,7/15/2013,375,22.93
1481,7/7/2010,375,4.34
1482,7/15/2014,375,6.15
1483,5/11/2015,375,3.58
1484,10/11/2012,375,16.29
1485,11/3/2010,375,13.63
1486,7/19/2012,375,15.86
1487,9/11/2013,375,9.83
1488,8/26/2012,375,10.37
1489,10/4/2010,376,10.87
1490,1/26/2012,376,2.04
1491,2/22/2011,377,4.88
1492,10/21/2013,377,3.03
1493,10/9/2012,377,16.75
1494,1/9/2015,377,19.68
1495,9/2/2012,377,12.28
1496,11/17/2012,378,6.59
1497,9/4/2013,378,3.23
1498,3/26/2014,378,4.42
1499,11/10/2014,378,1.84
1500,9/13/2015,378,15.59
1501,5/9/2014,378,8.39
1502,2/1/2011,379,8.24
1503,2/26/2015,379,0.24
1504,2/27/2013,379,7.94
1505,5/16/2014,379,6.13
1506,4/8/2012,379,4.93
1507,10/26/2015,379,4.81
1508,8/15/2014,379,7.94
1509,6/26/2014,379,6.7
1510,2/6/2012,379,0.07
1511,12/2/2011,379,1.01
1512,10/26/2014,379,3.69
1513,10/19/2012,380,16.04
1514,3/19/2015,381,11.86
1515,12/6/2015,381,0.4
1516,11/11/2014,382,23.19
1517,5/19/2011,383,13.53
1518,8/10/2014,383,17.71
1519,11/22/2013,383,13.6
1520,3/31/2013,383,3.68
1521,10/10/2011,383,3.31
1522,3/9/2010,384,0.86
1523,4/25/2012,384,5.58
1524,4/10/2012,384,15.91
1525,9/20/2015,384,7.15
1526,7/2/2011,384,7.75
1527,9/27/2011,384,2.97
1528,8/13/2014,384,8.55
1529,7/19/2012,384,2.97
1530,5/20/2012,384,6.37
1531,11/15/2012,384,11.82
1532,12/16/2011,384,20.98
1533,11/13/2013,385,1.78
1534,2/18/2015,385,1.42
1535,11/12/2015,385,2.78
1536,7/19/2014,385,9.57
1537,2/16/2010,386,8.5
1538,11/27/2010,386,18.34
1539,6/21/2010,386,5.48
1540,4/1/2013,386,5.11
1541,5/11/2011,386,11.78
1542,1/17/2012,386,2.72
1543,11/13/2010,386,16.02
1544,1/29/2014,386,0.89
1545,10/16/2014,386,3.19
1546,9/1/2013,386,25.47
1547,9/9/2011,386,11.11
1548,12/2/2012,386,3.45
1549,2/4/2011,386,1.45
1550,3/13/2010,386,8.88
1551,7/15/2013,386,3.58
1552,10/2/2013,386,1.23
1553,4/29/2011,386,14.4
1554,10/30/2014,386,11.16
1555,10/31/2013,387,2.91
1556,9/30/2014,387,2.5
1557,2/12/2015,387,2.27
1558,1/5/2015,387,10.45
1559,5/11/2013,388,13.21
1560,9/30/2013,388,10.43
1561,8/5/2014,388,6.04
1562,10/20/2015,389,6.87
1563,6/11/2011,390,17.56
1564,3/25/2013,390,12.37
1565,11/22/2011,390,4.15
1566,10/28/2011,390,6.55
1567,10/19/2011,390,1.66
1568,2/19/2013,390,9.73
1569,10/27/2011,390,9.93
1570,12/4/2011,391,1.91
1571,4/6/2015,391,12.83
1572,9/4/2015,391,12.02
1573,12/7/2015,391,6.75
1574,1/4/2012,392,2.08
1575,12/24/2013,392,1.3
1576,11/24/2012,392,8.97
1577,1/24/2015,392,13.95
1578,2/19/2014,392,7.6
1579,6/1/2015,392,8.81
1580,12/28/2015,392,8.7
1581,9/23/2014,392,18.88
1582,11/29/2013,392,5.43
1583,10/19/2014,393,3.56
1584,2/21/2014,394,0.65
1585,8/10/2014,394,2.37
1586,4/5/2013,395,10.05
1587,1/26/2015,395,1.49
1588,9/17/2015,395,6.67
1589,6/25/2011,396,20.48
1590,8/10/2011,396,4.24
1591,11/10/2011,396,16.31
1592,11/26/2012,396,11.12
1593,1/3/2013,396,20.98
1594,2/2/2014,396,1.02
1595,6/2/2014,396,4.19
1596,3/15/2015,396,10.43
1597,11/8/2014,396,7.22
1598,9/25/2015,396,2.18
1599,6/14/2015,396,16.77
1600,8/12/2012,396,14.97
1601,6/23/2015,396,18.06
1602,12/8/2012,396,2.93
1603,1/6/2012,396,7.36
1604,1/12/2011,397,8.66
1605,11/26/2013,397,21.76
1606,1/30/2011,397,2.39
1607,8/3/2015,397,5.09
1608,11/30/2012,397,3.51
1609,3/27/2014,397,5.45
1610,6/28/2015,397,12.81
1611,8/15/2013,397,8.38
1612,11/14/2013,397,3.09
1613,9/25/2013,397,9.08
1614,7/2/2012,397,4.88
1615,2/8/2015,397,11.08
1616,12/17/2015,398,6.93
1617,10/31/2012,399,3.43
1618,12/10/2014,399,6.21
1619,3/9/2015,399,5.33
1620,1/14/2013,399,13.85
1621,5/20/2013,399,12.21
1622,1/31/2015,399,3.7
1623,3/8/2014,399,15.03
1624,7/22/2013,399,1.83
1625,8/16/2012,400,0.93
1626,5/17/2014,400,4.02
1627,12/6/2015,400,14.16
1628,6/12/2013,400,6.41
1629,10/22/2015,400,2.95
1630,12/19/2013,400,23.77
1631,10/3/2013,400,12.12
1632,5/31/2014,400,0.96
1633,5/25/2015,400,0.07
1634,11/24/2010,401,9.01
1635,5/13/2011,401,0.68
1636,7/29/2015,401,1.89
1637,3/3/2013,401,16.67
1638,1/26/2015,401,15.91
1639,11/6/2012,402,2.87
1640,8/18/2014,402,25.5
1641,1/1/2012,403,11.12
1642,1/11/2013,404,5.29
1643,5/20/2013,404,11.63
1644,6/6/2015,404,2.07
1645,4/25/2011,405,4.47
1646,11/23/2015,406,3.8
1647,11/16/2013,407,2.52
1648,1/19/2011,408,4.61
1649,10/30/2011,408,7.7
1650,11/19/2012,408,0.46
1651,6/11/2012,408,5.55
1652,12/2/2012,408,9.18
1653,1/16/2015,408,3.77
1654,12/21/2012,408,6.74
1655,3/27/2015,408,2.86
1656,7/19/2013,408,6.92
1657,9/7/2011,408,12.17
1658,1/24/2014,408,4.72
1659,1/22/2013,408,2.16
1660,9/26/2013,409,2.33
1661,5/27/2010,410,12.64
1662,12/18/2013,410,13.66
1663,4/20/2015,410,0.38
1664,3/1/2014,410,6.63
1665,3/4/2013,411,4.97
1666,5/25/2013,411,8.3
1667,11/2/2010,412,10.65
1668,10/3/2012,412,2.34
1669,2/3/2011,412,18.4
1670,9/29/2013,412,8.37
1671,4/21/2013,412,4.67
1672,3/3/2012,412,6.47
1673,3/18/2013,412,7.68
1674,2/20/2011,412,1.65
1675,8/19/2014,412,7.19
1676,3/27/2015,412,4.22
1677,7/5/2014,413,17.95
1678,5/12/2015,413,7.65
1679,11/28/2012,414,7.92
1680,12/15/2014,414,18.15
1681,7/13/2013,414,1.98
1682,5/14/2013,414,7.37
1683,1/18/2010,415,23.18
1684,3/21/2011,415,5.45
1685,7/23/2012,415,6.69
1686,1/31/2011,415,7.53
1687,9/6/2010,415,2.83
1688,3/7/2012,415,10.55
1689,9/23/2010,415,3.27
1690,9/15/2014,415,3.49
1691,11/12/2011,415,10.97
1692,5/9/2012,415,15.58
1693,3/27/2015,415,3.41
1694,6/26/2012,415,0.69
1695,6/16/2013,415,4.14
1696,5/14/2010,415,2.49
1697,12/6/2011,416,7.55
1698,6/7/2013,416,10.38
1699,1/23/2012,416,5.59
1700,3/25/2015,416,11.53
1701,7/13/2012,416,9.9
1702,1/9/2014,416,4.26
1703,11/19/2012,416,1.47
1704,4/9/2012,417,2.07
1705,6/23/2015,417,18.2
1706,10/23/2012,417,4.15
1707,4/9/2012,417,6.53
1708,7/7/2015,417,7.22
1709,8/26/2012,417,0.28
1710,8/16/2010,418,12.22
1711,2/6/2012,418,13.17
1712,7/6/2014,419,3.32
1713,4/13/2015,420,9.18
1714,1/26/2015,421,6.36
1715,11/26/2015,421,16.16
1716,12/30/2015,421,4.28
1717,3/24/2014,422,6.93
1718,12/24/2015,422,7.42
1719,8/14/2014,422,16.89
1720,8/18/2015,423,1.13
1721,11/3/2015,423,1.07
1722,10/28/2015,424,16.2
1723,3/27/2010,425,1.79
1724,9/13/2010,426,19.67
1725,10/17/2014,426,1.62
1726,11/12/2015,426,2.28
1727,11/7/2013,426,6.13
1728,12/13/2013,426,27.51
1729,10/27/2013,426,13.69
1730,5/29/2012,426,15.43
1731,12/7/2015,427,6.31
1732,10/8/2012,428,1.96
1733,11/1/2013,428,6.87
1734,10/25/2014,428,6.09
1735,5/21/2015,428,6.05
1736,12/26/2012,428,4.17
1737,1/4/2010,429,3.27
1738,11/6/2010,429,1.37
1739,12/30/2011,429,3.58
1740,2/26/2011,429,9.98
1741,6/18/2014,429,19.49
1742,7/10/2013,429,6.54
1743,10/7/2011,429,4.66
1744,8/28/2013,429,1.91
1745,11/13/2015,429,0.9
1746,10/29/2014,429,7.34
1747,6/15/2010,429,2.63
1748,2/2/2011,430,5.32
1749,5/21/2012,430,13.69
1750,9/24/2015,431,1.19
1751,10/19/2010,432,17.23
1752,4/4/2013,432,8.25
1753,4/16/2012,432,3.32
1754,12/8/2015,432,4.04
1755,4/11/2011,432,3.31
1756,9/15/2014,432,22.36
1757,6/30/2011,432,10.52
1758,9/28/2015,433,0.33
1759,1/27/2013,434,11.11
1760,12/11/2013,434,13.84
1761,6/3/2014,435,12.85
1762,12/4/2015,435,3.26
1763,6/25/2012,436,7.28
1764,8/12/2011,437,12.81
1765,1/3/2012,437,15.72
1766,3/12/2012,437,5.11
1767,1/22/2015,437,5.23
1768,6/30/2015,437,6.91
1769,8/7/2014,437,11.26
1770,11/10/2012,437,17.35
1771,4/28/2014,437,5.99
1772,8/28/2012,437,9.03
1773,9/8/2011,437,1.79
1774,8/14/2011,437,12.43
1775,11/23/2014,437,12.93
1776,10/23/2012,437,2.53
1777,8/1/2010,438,17.96
1778,8/18/2012,438,1.17
1779,4/17/2014,438,21.42
1780,3/14/2014,438,18.92
1781,10/6/2014,439,1.16
1782,5/25/2015,439,6.25
1783,2/7/2015,439,0.55
1784,10/13/2014,439,3.86
1785,7/12/2015,439,8.68
1786,8/5/2015,439,2.91
1787,3/23/2015,440,8.87
1788,7/26/2010,441,12.21
1789,12/21/2012,441,1.6
1790,1/19/2011,441,0.37
1791,11/23/2012,441,7.87
1792,4/7/2015,441,23.13
1793,1/2/2014,442,0.62
1794,11/12/2015,442,2.78
1795,8/29/2015,443,2.54
1796,2/18/2011,444,4.21
1797,6/21/2014,444,12.35
1798,9/9/2011,444,6.87
1799,5/10/2015,444,14.53
1800,3/29/2014,445,17.38
1801,4/3/2015,445,3.58
1802,1/23/2012,446,2.76
1803,3/28/2015,446,9.91
1804,4/7/2013,446,0.25
1805,10/14/2010,447,20.81
1806,6/9/2014,447,6.32
1807,12/12/2010,447,7.54
1808,10/13/2011,447,9.48
1809,2/5/2015,447,11.51
